Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
bdd1d936-4d47-3bf5-8d01-7e3b81169927,b3d740ca-5288-36fb-81e1-86a8428f8dcc,Amelie Kaiser,F,GENERAL PRACTICE,Schulstraße 10,Scheeßel,Niedersachsen,27383,53.1715173,9.4800655,110,0
2db079c1-8f24-3bc1-b2be-0c7886f512ee,76ae3c1b-6d20-3288-9b5a-5656f46a994c,Theo Werner,M,GENERAL PRACTICE,An der Rosenhöhe 27,,Nordrhein-Westfalen,,51.9823113,8.530265,104,0
01dc293c-82ed-3756-866a-b152df46534d,ee3e16e6-a6bc-3f0f-8198-2f5198350b7f,Hermann Haas,M,GENERAL PRACTICE,Wasserfeldstraße 5,Ruhstorf an der Rott,Bayern,94099,48.4391403,13.3337927,41,0
5ec3a5e2-2726-3b92-9da2-0efd786c1952,bd4a4b76-2a91-3b0c-958d-2869bd305bc9,Julia Köhler,F,GENERAL PRACTICE,Alphonsstraße 14,Hamburg,Hamburg,22043,53.5709778,10.0901034,51,0
ef22f4ae-a2d6-3b1b-b05f-5c4fce17be7c,b94be4e6-9134-3cd0-9cc6-d8bf52c8711f,Michael Lange,M,GENERAL PRACTICE,,Oberhausen,Nordrhein-Westfalen,46045,51.4756656,6.8659723,42,0
5de112eb-f289-3430-8968-b481b6008190,be9c3ce0-5890-37ef-ae6a-9cd029808766,Gerda Zimmermann,F,GENERAL PRACTICE,Morillenhang 27,Aachen,Nordrhein-Westfalen,52062,50.7662917,6.0696083,2,0
9aa4d50e-0063-3f43-910e-266330b30235,f3419cd2-71ed-3f3b-a8b2-2e162f0498ad,Lisa Lange,F,GENERAL PRACTICE,Buttlarstraße 76,Fulda,Hessen,36037,50.5634521,9.6727819,10,0
355a57c6-e72f-3c97-bd7e-c075070a9f81,b4a9162d-f528-3efb-a072-872462f56aa4,Finn Jäger,M,GENERAL PRACTICE,Heusnerstraße 40,Wuppertal,Nordrhein-Westfalen,42283,51.2731924,7.1740326,1,0
67c72790-2203-3f8e-921d-ad071fdd6d92,680bd574-a100-3638-bd55-73bfcc18d71b,Karl Krämer,M,GENERAL PRACTICE,1761 PHYSICIAN'S PARK AVE.  STE A,LA PLACE,LA,700682952,48.9085718,-0.4149455,8,0
4f94e3e9-71a2-34f8-8a1a-ff09b1f0177e,2ab91829-2639-3f7f-b36d-d970d37f7f6d,Gabriele Jung,F,GENERAL PRACTICE,Winterberg 1,Saarbrücken,Saarland,66119,49.219604,6.9918886,42,0
7c613212-0866-3332-9017-1aa055ebd917,975fbcb7-c6ad-39d4-aeee-d2fb861beb4a,Ernst Schmid,M,GENERAL PRACTICE,Selckstraße 13,Tönning,Schleswig-Holstein,25832,54.3164382,8.9378356,15,0
76aba818-1ba9-3335-9b34-305f171149ba,c00ad266-4df3-335e-ae4a-d61a253f63de,Michael Schwarz,M,GENERAL PRACTICE,,Hammelburg,Bayern,97762,50.0854233,9.8996536,53,0
3af0b237-fe86-3e3c-a267-2b581059278e,ce1b8a1a-a8af-312b-9a74-4349e0e96e38,Ralf Hoffmann,M,GENERAL PRACTICE,Alphonsstraße 14,Hamburg,Hamburg,22043,53.5709778,10.0901034,67,0
e7ea0601-5489-3379-814a-7bc781bd2b9e,d1e25f55-3b9d-36c1-b4a5-ea801098a7b5,Silvia Weber,F,GENERAL PRACTICE,Vilstalstraße 98,Kümmersbruck,Bayern,92245,49.418043,11.8802272,142,0
ab1cfea7-0720-3222-a801-57db671e98ae,a87f2122-6855-31ad-b82c-fcaaea3f54b0,Monika Graf,F,GENERAL PRACTICE,,Salzkotten,Nordrhein-Westfalen,33154,51.6773369,8.6169733,31,0
945ad512-68fc-3316-b79e-00dfcc4caa5d,facf7b44-644d-353c-ac37-cd8992844aa1,Leon Schmitt,M,GENERAL PRACTICE,Christianenstraße 1,Merseburg,Sachsen-Anhalt,06217,51.3621693,11.9965272,6,0
84723d0e-2668-3a24-b22f-c15b9fa41799,66322bea-fc13-3ed8-8df2-67b4df75e2b9,Sandra Scholz,F,GENERAL PRACTICE,Rotsteg 3b,Grimma,Sachsen,04668,51.1870904,12.7548232,153,0
199b6e01-4c63-37c4-b865-15f8f30a3c24,903d0865-8f65-3093-aa85-dc496041ada9,Nadine Peters,F,GENERAL PRACTICE,Grunewaldstraße 96,Duisburg,Nordrhein-Westfalen,47053,51.4127446,6.7560034,21,0
18af6009-4888-3ce8-9355-7466bb3d455f,8d1ae1e7-34a5-3b43-abd4-0edf9d87a648,Friederike Jung,F,GENERAL PRACTICE,Ringstraße 4,Rheinmünster,Baden-Württemberg,77836,48.7460761,8.0010713,69,0
d479120b-8c4d-34b9-80e1-2782b773c1fd,c51fa4da-9c08-3b4b-b9ca-bfecc40f8ea5,Susanne Schröder,F,GENERAL PRACTICE,Hospitalstraße 19,Anklam,Mecklenburg-Vorpommern,17389,53.8485829,13.6994424,145,0
97bdf046-2541-34ae-bb44-aeeb44a653b3,4cd97603-9494-335e-83de-c50b903ee0e6,Elke Mayer,F,GENERAL PRACTICE,Unritzstraße 23,Chemnitz,Sachsen,09117,50.8226419,12.8239605,1,0
0fe2cec8-e55a-38c3-8677-4af9f3a89ac5,b4978d93-75d3-3d90-8ca1-6ea9acccfd97,Sofia Baur,F,GENERAL PRACTICE,Mittelstraße 14,Sülzetal,Sachsen-Anhalt,39171,52.0417571,11.5784743,4,0
23f1d252-c103-36bf-b5b3-e86eee7e055b,b874923a-6e78-39af-bd46-9e3ed5a5ca44,Matthias Weber,M,GENERAL PRACTICE,,Mühldorf a. Inn,Bayern,84453,48.2426617,12.5280679,1,0
ed63dff3-261d-3895-ba96-9f87482e7a73,f8d03bb8-5481-39c8-aa66-19167da1e304,Yvonne Walter,F,GENERAL PRACTICE,,Oberhausen,Nordrhein-Westfalen,46045,51.4756656,6.8659723,125,0
ff5e4654-6bd0-34dc-88e7-06887fd87626,709ef51e-82df-3300-b060-a9703f3bfb85,Julia Friedrich,F,GENERAL PRACTICE,Wasserfeldstraße 5,Ruhstorf an der Rott,Bayern,94099,48.4391403,13.3337927,217,0
9c9b6c0d-a6f8-3ce1-bae0-2ff4909de61d,f1f0c3b0-a4d9-3d51-9bf3-01134794086d,Martha Simon,F,GENERAL PRACTICE,Heinrich-Cotta-Straße 12,,Sachsen,,51.065106,13.8338691,56,0
20362af9-732c-360c-a01f-a5bf53f30832,68249b8b-85cd-3e8f-bd28-10c66dd9bfc8,Lena Krüger,F,GENERAL PRACTICE,Moltkestraße 36a,Offenburg,Baden-Württemberg,77652,48.4710813,7.9529696,2,0
a6c7c524-ea74-32f6-bd8f-ca9ba8f9ed61,70d8ebb4-e672-3613-ace0-c6cb08061a93,Johannes Hartmann,M,GENERAL PRACTICE,Bürgerstraße 7,Freital,Sachsen,01705,50.9910434,13.6449854,61,0
67289162-cc1d-3e44-a79b-b0b7fa1a8565,46787de2-fdc8-3293-9e29-e2151cb2a369,Melanie Klein,F,GENERAL PRACTICE,,Burg,Sachsen-Anhalt,39288,52.2661578,11.8338643,6,0
fdaad399-d3f9-32f3-9844-976c117563bb,1fe6c8fd-f0e1-3390-baf2-d5e38d566719,Susanne Mayer,F,GENERAL PRACTICE,Alte Friedrichstraße 60,Karlsruhe,Baden-Württemberg,76149,49.0492013,8.3786159,27,0
53cb0b04-5507-369a-b711-8bc25be377f3,73e20dbe-a2e3-3174-8a7f-8d9dc6e9530f,Patrick Schneider,M,GENERAL PRACTICE,Innstraße 76,Passau,Bayern,94032,48.5647281,13.4456075,19,0
a3e2baa9-b697-3825-b3aa-65333d3399ab,517ac03f-b4e7-3cb9-9a96-f644350f1e78,Margarete Ludwig,F,GENERAL PRACTICE,Rohdehof 3,Langenhagen,Niedersachsen,30853,52.4446862,9.7434395,41,0
6fd8c1a6-ed3e-3463-ba4f-b499bbf34d2d,965f3c05-d937-3ea2-a11e-db4c56d12971,Emilia Roth,F,GENERAL PRACTICE,Vilstalstraße 98,Kümmersbruck,Bayern,92245,49.418043,11.8802272,1,0
bbd3899a-671f-3d7d-ae96-c01084ad2829,dd4d5c33-7692-3b57-8967-db2424bd73b8,Theo Krause,M,GENERAL PRACTICE,Dr.-Urnau-Straße 1,Lauchringen,Baden-Württemberg,79787,47.6326818,8.3005499,6,0
7fd10e43-88d1-378d-ae4e-ed4663f28d89,10b6144b-57aa-3424-89a8-0e2aa8f88995,Anke Seidel,F,GENERAL PRACTICE,Virchowstraße 10,Singen (Hohentwiel),Baden-Württemberg,78224,47.7594537,8.8201309,574,0
8f853122-3dbb-3d1b-bbbb-b12d6f1354f8,f8650167-2c02-376f-94d0-1c5475bce96b,Laura Günther,F,GENERAL PRACTICE,Grafen-von-Rieneck-Straße nan,Lohr a. Main,Bayern,97816,49.996574,9.5709657,44,0
21e8a13d-e4b3-3909-9e4a-a9e9e9c3ae5a,47008185-89e4-330d-850c-da80abecafb7,Uwe Schubert,M,GENERAL PRACTICE,Selckstraße 13,Tönning,Schleswig-Holstein,25832,54.3164382,8.9378356,19,0
905b4ff0-832c-3a7f-b2d3-b22a0527d367,a520bb0b-614e-3416-bf73-efc4fece8294,Clara Martin,F,GENERAL PRACTICE,,Nettetal,Nordrhein-Westfalen,41334,51.3092378,6.2716524,54,0
45df20a7-696e-33ef-8162-634868a2afda,93b5be2b-349b-3570-9a68-cb0a353ad29c,Ulrike Fuchs,F,GENERAL PRACTICE,,Sasbach,Baden-Württemberg,77880,48.639194,8.1145238,60,0
93a4fe35-6c9b-388f-9427-d5227160fe25,d80d1f87-3a26-3e1e-8f99-ca60e1ae7462,Leonie Hahn,F,GENERAL PRACTICE,Grunewaldstraße 96,Duisburg,Nordrhein-Westfalen,47053,51.4127446,6.7560034,49,0
a740801e-b27b-371f-b9e8-ec71f3a740fa,a378c45d-fe75-3c57-99da-60a1b2d80301,Clara Werner,F,GENERAL PRACTICE,,Bergkamen,Nordrhein-Westfalen,59192,51.6174717,7.5894686,35,0
edd44fc4-1a64-301d-8df5-644b7e6aa675,ab21f387-40dc-3eda-8cfc-5629e935047d,Friedrich Winter,M,GENERAL PRACTICE,,Bergkamen,Nordrhein-Westfalen,59192,51.6174717,7.5894686,1,0
92771114-ccd6-36d9-96a5-de58d73d7f7d,c87e2559-17ba-33d6-a249-d0f554bd94e2,Gerda Maier,F,GENERAL PRACTICE,Buttlarstraße 76,Fulda,Hessen,36037,50.5634521,9.6727819,62,0
be4163d2-fe45-3c89-a7ab-928c1c604ce3,f4b908ac-8743-3c0f-b9d1-fbcd61bcd93a,Karl Schubert,M,GENERAL PRACTICE,Im Igelstück 31,Hünfeld,Hessen,36088,50.6631378,9.7738801,318,0
f676d7f7-012c-3435-ade8-c88ee326895d,69fbedee-0ab0-30ec-8949-4eb2878081f3,Klaus Krämer,M,GENERAL PRACTICE,Josef-Wurzler-Straße 7,Achern,Baden-Württemberg,77855,48.6251262,8.064732,7,0
a2482850-dce0-3beb-9e81-26f3ed1dfff5,e94b9180-6b62-380d-a8a7-79db0b8a06b4,Anke Hoffmann,F,GENERAL PRACTICE,Steinberger Straße 24,Schwandorf,Bayern,92421,49.3165271,12.1123655,8,0
14c736c1-0c1d-32d5-bb7a-641a36177276,61906d61-6dba-32f0-8329-98b86240cbcd,Leni Maier,F,GENERAL PRACTICE,Hospitalstraße 19,Anklam,Mecklenburg-Vorpommern,17389,53.8485829,13.6994424,61,0
1cb9fb3a-74ea-3285-b758-1e2bd8655b69,5a357bc0-d99b-3df3-8641-ce733feb7172,Ida Haas,F,GENERAL PRACTICE,Im Igelstück 31,Hünfeld,Hessen,36088,50.6631378,9.7738801,7,0
c8c4ddea-6d04-36d7-8ada-58588ac7b9ab,2b838f40-22cc-3ce1-9325-2e8c0161566e,Barbara Schulz,F,GENERAL PRACTICE,,Dorsten,Nordrhein-Westfalen,46282,51.6558159,6.9546128,5,0
fc50b666-afd1-39f0-94f3-bfbbdc7e2990,0e5d64e0-99b8-35b2-9cd5-ba9f63687311,Paula Richter,F,GENERAL PRACTICE,Landhausstraße nan,Heidelberg,Baden-Württemberg,69115,49.4032099,8.6887166,1,0
e1e3fff1-795a-3bf5-b0c6-fbce44283872,6c3273ea-c1a3-3bc0-992e-3eeb632f1575,Nicole Vogel,F,GENERAL PRACTICE,,Bottrop,Nordrhein-Westfalen,46236,51.5334509,6.9178071,48,0
eb6342da-4e53-3f22-9d2a-31ef7581949e,e4a117d4-7285-35c0-9599-b1cf24417789,Martin Berger,M,GENERAL PRACTICE,Bürgerstraße 7,Freital,Sachsen,01705,50.9910434,13.6449854,101,0
9caaba17-88c8-3b7c-aea8-866c204c0ff0,392f5e93-e84a-33f6-931f-4c939161d42a,David Seidel,M,GENERAL PRACTICE,,Borken,Nordrhein-Westfalen,46325,51.8417595,6.8606781,37,0
e08747d9-5a60-3fb1-ba51-89b537a21c75,5536e62a-cdab-3f48-a3e2-72aef6a832c0,Tobias Bauer,M,GENERAL PRACTICE,Wilferdinger Straße 67,Pforzheim,Baden-Württemberg,75179,48.8979409,8.6725514,6,0
8dffc1b7-44f0-3ac0-83d5-c3f29f56603e,2cfe9e49-b7d3-33a9-a81f-6bae3b4422a5,Jörg Meyer,M,GENERAL PRACTICE,,Salzkotten,Nordrhein-Westfalen,33154,51.6773369,8.6169733,1,0
7b947a4f-4e19-3467-8c33-6819b0cbf23f,55d2c9af-895a-358f-883e-321aaadc115a,Wolfgang Bauer,M,GENERAL PRACTICE,Markgraf-Bernhard-Straße 2,Ottenhöfen im Schwarzwald,Baden-Württemberg,77883,48.565932,8.1551233,2,0
a2643169-52eb-321f-9d0b-e191532f2a6c,40e0e6ea-3d9a-3ae7-8332-e6c651ea339e,Bernd Albrecht,M,GENERAL PRACTICE,Berthold-Schmidt-Straße 7,Schleiz,Thüringen,07907,50.5757978,11.8169859,1,0
6173edb0-2ebb-3f10-8a21-4821135067a4,f3da3875-cfa9-39d7-937c-21629ddbe3ae,Katja Otto,F,GENERAL PRACTICE,Rupertistraße 11a,Garching an der Alz,Bayern,84518,48.1347599,12.5857042,26,0
6530d6b8-4827-33a8-ad6d-6309199a3948,13b5d0e1-6b27-34e4-bd9b-ab1e61d97113,Marie Brandt,F,GENERAL PRACTICE,,Bergkamen,Nordrhein-Westfalen,59192,51.6174717,7.5894686,92,0
b509c626-b7ca-3b53-886b-2cfaa5ffd76e,d633e9f1-007b-3c5e-976f-e48411785c30,Friedrich Simon,M,GENERAL PRACTICE,Im Igelstück 31,Hünfeld,Hessen,36088,50.6631378,9.7738801,58,0
6b68d193-0647-3abe-af79-eedbe91c1cf5,4871169c-895c-32f3-a566-6b3e6ded6e00,Nicole Huber,F,GENERAL PRACTICE,Gotenstraße 6-8,Frankfurt am Main,Hessen,65929,50.1081957,8.548475,52,0
4366f549-5e38-36ed-868b-210a5f39984d,adf76552-e0ce-315f-9d3c-b42c6b92c7d0,Hannes Berger,M,GENERAL PRACTICE,Im Mediapark 3,Köln,Nordrhein-Westfalen,50667,50.9484307,6.9479813,18,0
084de0d6-5428-31ba-ad70-6d5943ea3692,87b62079-eadd-3a81-aad2-655816501c4e,Jörg Franke,M,GENERAL PRACTICE,Renchtalstraße 14,Renchen,Baden-Württemberg,77871,48.5820166,8.0175517,67,0
020ea71a-2acc-3d4c-b205-f81bd580a9cc,9972a65b-99a5-321a-80a5-9c13bb84f975,Julia Schuster,F,GENERAL PRACTICE,Mittelstraße 14,Sülzetal,Sachsen-Anhalt,39171,52.0417571,11.5784743,12,0
3f182a52-1e51-354f-a095-c5affe2f1c00,0eaf3ef6-d829-3c87-977c-eb8a237abe4c,Dirk Jung,M,GENERAL PRACTICE,Weststraße 103,Wuppertal,Nordrhein-Westfalen,42103,51.2503167,7.143924,10,0
22649d0b-790c-30b3-b0a3-3ea4af114580,bb34c05a-4904-3b42-a0cf-fe732ebd559d,Monika Koch,F,GENERAL PRACTICE,Pauwelsstraße 30,Aachen,Nordrhein-Westfalen,52074,50.7766697,6.0417862,61,0
